[2024-08-28 14:40:32.495]	 Invoking /home/aaaa/.tmux/plugins/tpm/bin/clean_plugins all
[2024-08-28 14:40:32.533]	 Done.

[2024-09-03 00:04:00.968]	 List of discovered tpm plugins: jaclu/tmux-menus
[2024-09-03 00:04:00.980]	 Invoking /home/aaaa/.tmux/plugins/tpm/bin/install_plugins
[2024-09-03 00:04:01.012]	 Already installed "tmux-menus"
[2024-09-03 00:04:01.027]	 Invoking /home/aaaa/.tmux/plugins/tpm/bin/update_plugins all
[2024-09-03 00:04:01.044]	 Updating all plugins!
[2024-09-03 00:04:01.044]	 
[2024-09-03 00:04:01.638]	   "tmux-menus" update success
[2024-09-03 00:04:01.640]	     | From https://github.com/jaclu/tmux-menus
[2024-09-03 00:04:01.640]	     |    6cf2fb3..f6d3544  main       -> origin/main
[2024-09-03 00:04:01.640]	     | Updating 6cf2fb3..f6d3544
[2024-09-03 00:04:01.640]	     | Fast-forward
[2024-09-03 00:04:01.640]	     |  scripts/dialog_handling.sh | 4 +---
[2024-09-03 00:04:01.640]	     |  scripts/plugins.sh         | 2 +-
[2024-09-03 00:04:01.640]	     |  2 files changed, 2 insertions(+), 4 deletions(-)
[2024-09-03 00:04:01.656]	 Invoking /home/aaaa/.tmux/plugins/tpm/bin/clean_plugins all
[2024-09-03 00:04:01.705]	 Done.

